InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.1179998346787295,NO,8
1,0.1179998346787295,NO,7
2,0.9575343101462324,NO,279
3,0.9999999999999919,NO,836
4,0.1179998346787295,NO,5
5,0.23527740494320787,NO,16
6,0.17495930527356857,NO,36
7,0.1539645143634947,NO,14
8,0.39859118579406067,NO,116
9,0.9130239652834634,NO,188
10,0.9716502850048822,NO,254
11,0.5315500066506875,NO,100
12,0.14963765846069146,NO,53
13,0.3966480151378043,NO,35
14,0.11988095468362364,NO,13
15,0.11988095468362364,NO,8
16,0.11988095468362364,NO,7
17,0.1179998346787295,NO,5
18,0.9997636912846203,NO,409
19,0.9999359258147396,NO,235
20,0.40883747995260644,NO,125
21,0.1179998346787295,NO,4
22,0.15020000167910877,NO,5
23,0.1299010805020175,NO,29
24,0.1299010805020175,NO,27
25,0.1179998346787295,NO,5
26,0.4417502833512359,NO,152
27,0.999999999999833,NO,648
28,0.5948787824353643,NO,178
29,0.9999742101445297,NO,418
30,0.12198187961865524,NO,7
31,0.11988095468362364,NO,7
32,0.7025327981960857,NO,32
33,0.4534876654669121,NO,76
34,0.35801431420145985,NO,154
35,0.6031964468352682,NO,36
36,0.9979057321603096,NO,363
37,0.9080078502873719,NO,194
38,0.1417864602932757,NO,47
39,0.1359173082318045,NO,36
40,0.9996745383387391,NO,123
41,0.888243851493876,NO,181
42,0.695096085360054,NO,149
43,0.45730565892256203,NO,58
44,0.9084722666428812,NO,98
45,0.9999041480106778,NO,335
46,0.6480320219667316,NO,44
47,0.9999861047950322,NO,358
48,0.5410176105537103,NO,82
49,0.1231911653171192,NO,15
50,0.15281808820697385,NO,50
51,0.15281808820697385,NO,55
52,0.1837088903715559,NO,45
53,0.18745384398326445,NO,54
54,0.13277599745764873,NO,13
55,0.22737690580967354,NO,80
56,0.12813071301969375,NO,27
57,0.24153587758605036,NO,70
58,0.1417864602932757,NO,10
59,0.5229555852186448,NO,167
60,0.455226294095072,NO,148
61,0.1299010805020175,NO,30
62,0.1179998346787295,NO,5
63,0.21472396226606902,NO,74
64,0.19782711891626778,NO,66
65,0.1255406485807113,NO,17
66,0.12813071301969375,NO,27
67,0.35801431420145985,NO,128
68,0.18844461879079033,NO,75
69,0.17148235851348398,NO,68
70,0.1417864602932757,NO,38
71,0.1791590978303178,NO,49
72,0.9809435614330545,NO,334
73,0.28569763685661076,NO,109
74,0.18844461879079033,NO,87
75,0.1417864602932757,NO,43
76,0.1255406485807113,NO,22
77,0.11988095468362364,NO,10
78,0.12198187961865524,NO,12
79,0.11988095468362364,NO,12
80,0.14555546169989628,NO,46
81,0.1179998346787295,NO,8
82,0.9917008791476608,NO,336
83,0.6678965559074208,NO,167
84,0.19244644764560542,NO,57
85,0.13277599745764873,NO,29
86,0.15942662445793482,NO,18
87,0.1179998346787295,NO,7
88,0.15020000167910877,NO,4
89,0.16154928205090066,NO,27
90,0.21472396226606902,NO,69
91,0.22047856144621403,NO,75
92,0.18745384398326445,NO,62
93,0.12813071301969375,NO,30
94,0.14555546169989628,NO,49
95,0.19195610653384212,NO,69
96,0.1837088903715559,NO,46
97,0.1417864602932757,NO,52
98,0.18745384398326445,NO,61
99,0.29609911521300103,NO,135
100,0.21441355549416663,NO,91
101,0.16258581619878468,NO,9
102,0.16755002431881713,NO,36
103,0.19244644764560542,NO,60
104,0.11163561404748745,NO,8
105,0.11163561404748745,NO,7
106,0.15164071785397978,NO,279
107,0.9999137350208186,NO,737
108,0.10323487274788144,NO,5
109,0.11163561404748745,NO,14
110,0.22425407660075744,NO,101
111,0.28204206265018117,NO,113
112,0.2812530604392768,NO,163
113,0.11163561404748745,NO,13
114,0.10323487274788144,NO,8
115,0.10323487274788144,NO,7
116,0.10323487274788144,NO,5
117,0.42015545258555137,NO,408
118,0.3499077849463641,NO,351
119,0.14396457738006235,NO,126
120,0.10323487274788144,NO,4
121,0.11292354039908563,NO,7
122,0.14265066255937056,NO,29
123,0.11163561404748745,NO,27
124,0.10323487274788144,NO,156
125,0.10323487274788144,NO,206
126,0.10323487274788144,NO,176
127,0.1118559081958522,NO,416
128,0.10323487274788144,NO,7
129,0.10323487274788144,NO,7
130,0.10323487274788144,NO,32
131,0.1118559081958522,NO,36
132,0.1563331284594603,NO,361
133,0.10323487274788144,NO,189
134,0.10323487274788144,NO,47
135,0.10323487274788144,NO,36
136,0.10323487274788144,NO,112
137,0.10323487274788144,NO,179
138,0.10323487274788144,NO,149
139,0.10323487274788144,NO,60
140,0.10323487274788144,NO,86
141,0.10323487274788144,NO,246
142,0.10323487274788144,NO,43
143,0.10323487274788144,NO,254
144,0.10323487274788144,NO,84
145,0.10323487274788144,NO,15
146,0.10323487274788144,NO,50
147,0.10323487274788144,NO,55
148,0.10323487274788144,NO,45
149,0.10323487274788144,NO,54
150,0.10323487274788144,NO,13
151,0.11163561404748745,NO,79
152,0.12813071301969375,NO,27
153,0.11292354039908563,NO,70
154,0.10323487274788144,NO,10
155,0.14396457738006235,NO,166
156,0.14396457738006235,NO,147
157,0.10323487274788144,NO,30
158,0.10323487274788144,NO,5
159,0.11163561404748745,NO,74
160,0.11163561404748745,NO,66
161,0.11163561404748745,NO,17
162,0.12813071301969375,NO,27
163,0.35801431420145985,NO,128
164,0.18844461879079033,NO,75
165,0.17148235851348398,NO,68
166,0.1417864602932757,NO,38
167,0.25278637011795824,NO,50
168,0.9999839598183085,NO,335
169,0.9490298732067821,NO,109
170,0.8069141578277311,NO,87
171,0.14619391546287552,NO,43
172,0.15074772848935444,NO,22
173,0.11988095468362364,NO,10
174,0.1539645143634947,NO,12
175,0.11988095468362364,NO,12
176,0.10323487274788144,NO,46
177,0.10323487274788144,NO,8
178,0.9995644012418429,NO,336
179,0.9283990257832446,NO,209
180,0.37351308073036027,NO,57
181,0.1481516473323148,NO,29
182,0.11292354039908563,NO,18
183,0.11163561404748745,NO,7
184,0.10323487274788144,NO,6
185,0.14619391546287552,NO,23
186,0.1539645143634947,NO,70
187,0.1710943274478221,NO,76
188,0.14555546169989628,NO,61
189,0.12813071301969375,NO,30
190,0.1837088903715559,NO,49
191,0.1837088903715559,NO,56
192,0.14555546169989628,NO,46
193,0.1417864602932757,NO,52
194,0.8176110644135436,NO,50
195,0.21645727919338437,NO,102
196,0.15730660585350398,NO,70
197,0.22815159321736983,NO,9
198,0.15864816166461862,NO,25
199,0.10323487274788144,NO,56
200,0.27084059366396035,NO,119
201,0.10323487274788144,NO,12
