InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,15,0.05277363478580627,15
1,8,0.05263521304153481,8
2,7,0.05263521304153481,7
3,320,0.6793057326626555,320
4,1099,1.0,1099
5,5,0.05253632738839873,5
6,16,0.05277363478580627,16
7,16,0.0526496316266693,16
8,40,0.2574226491821241,40
9,16,0.2515993866416467,16
10,169,0.12679402911628238,169
11,168,0.12679402911628238,168
12,261,0.6456896019255566,261
13,275,0.7223596867641229,275
14,97,0.06377611309771038,97
15,12,0.05274521356529862,12
16,53,0.0562245081764852,53
17,35,0.05404297365478734,35
18,13,0.05274521356529862,13
19,9,0.05260686222782915,9
20,50,0.11984368642832331,50
21,6,0.05253632738839873,6
22,5,0.05253632738839873,5
23,568,0.9999999631321527,568
24,274,0.8845121441494078,274
25,136,0.09724605391225698,136
26,4,0.05253632738839873,4
27,4,0.05253632738839873,4
28,5,0.05253632738839873,5
29,5,0.05253632738839873,5
30,346,0.8351128267760891,346
31,647,0.9999848521274081,647
32,68,0.061928671235994076,68
33,363,0.7822544246445088,363
34,126,0.08913724462923278,126
35,7,0.05251151710341783,7
36,7,0.05251151710341783,7
37,30,0.12862598601064992,30
38,94,0.06807753720841869,94
39,154,0.1177885456840759,154
40,75,0.061298874690605194,75
41,40,0.11220789835804322,40
42,84,0.06610372873022152,84
43,375,0.9819759933487785,375
44,207,0.23354940735381258,207
45,49,0.06770977100215549,49
46,36,0.054366606717223265,36
47,144,0.2450297013773444,144
48,188,0.15310175241150953,188
49,152,0.10177871705689917,152
50,58,0.06219888185971545,58
51,98,0.0766786486942242,98
52,363,0.9936070502287088,363
53,44,0.05574495592906855,44
54,359,0.8080912457828254,359
55,82,0.06610372873022152,82
56,10,0.05263521304153481,10
57,402,0.9993831871859753,402
58,101,0.07031153073861449,101
59,76,0.2787206295122257,76
60,10,0.05263521304153481,10
61,12,0.05277363478580627,12
62,12,0.05277363478580627,12
63,164,0.9661985332334356,164
64,66,0.06132698663948873,66
65,30,0.053304019341787565,30
66,18,0.052923374214150984,18
67,7,0.05263521304153481,7
68,4,0.05253632738839873,4
69,27,0.05340072231255694,27
70,52,0.05941168514993175,52
71,70,0.058026654886479546,70
72,81,0.06097129677464405,81
73,119,0.06909855772466873,119
74,47,0.05654560928836396,47
75,9,0.05251151710341783,9
76,334,0.9143626025240609,334
77,82,0.10010422344456472,82
78,5,0.08226918931184872,5
79,45,0.055183840222438225,45
80,54,0.05617945544181501,54
81,51,0.05808980977182332,51
82,79,0.06097129677464405,79
83,26,0.054267820821070366,26
84,27,0.05340072231255694,27
85,110,0.7617426075379053,110
86,274,0.9907313381399373,274
87,111,0.06812911056493037,111
88,95,0.06276717289649511,95
89,10,0.05263521304153481,10
90,376,0.9997708069046733,376
91,182,0.35800003230915056,182
92,30,0.05340072231255694,30
93,68,0.059454161523929884,68
94,324,0.9522082900620487,324
95,7,0.05251151710341783,7
96,101,0.1062301249241089,101
97,80,0.06350468694863522,80
98,47,0.671968221664318,47
99,63,0.7170914735128457,63
100,40,0.05442759808132696,40
101,48,0.20174636646498653,48
102,34,0.053603709939743484,34
103,112,0.9904076419110428,112
104,68,0.058614883376942324,68
105,27,0.053304019341787565,27
106,165,0.0892692179235258,165
107,28,0.053304019341787565,28
108,19,0.05282748742790578,19
109,161,0.08576591957718124,161
110,20,0.05282748742790578,20
111,194,0.10774830646461704,194
112,38,0.054366606717223265,38
113,212,0.14645167709424722,212
114,45,0.05485562454482917,45
115,107,0.06967508567750418,107
116,11,0.05263521304153481,11
117,22,0.05314172237757756,22
118,126,0.07717185438903791,126
119,191,0.13150159986957857,191
120,198,0.11347104007688975,198
121,65,0.0570216805826617,65
122,268,0.290319616857713,268
123,44,0.05574495592906855,44
124,139,0.09937698616744048,139
125,29,0.05340072231255694,29
126,66,0.058774247157169945,66
127,6,0.052412850980755,6
128,30,0.05340072231255694,30
129,115,0.3048977942809682,115
130,5,0.05253632738839873,5
131,23,0.05304546214489551,23
132,20,0.2518021955042805,20
133,78,0.45392839075902336,78
134,54,0.05675008661307107,54
135,27,0.25395562501564006,27
136,91,0.06177738037849722,91
137,94,0.1004127220186316,94
138,75,0.058741996150194875,75
139,5,0.05253632738839873,5
140,26,0.05372072771023448,26
141,30,0.05340072231255694,30
142,32,0.053603709939743484,32
143,57,0.26303144597428046,57
144,31,0.053603709939743484,31
145,41,0.2577888235450788,41
146,441,0.6985596615304075,441
147,19,0.05282748742790578,19
148,193,0.11618737700258612,193
149,11,0.05251151710341783,11
150,12,0.05277363478580627,12
151,31,0.053700925761855846,31
152,61,0.060671909393474735,61
153,33,0.053603709939743484,33
154,54,0.05971240963888958,54
155,55,0.05675008661307107,55
156,48,0.05485562454482917,48
157,66,0.05736206978035352,66
158,30,0.053304019341787565,30
159,50,0.055658849938694396,50
160,53,0.057031633238562904,53
161,116,0.07718491931548038,116
162,69,0.06055439971864449,69
163,10,0.25097077026376075,10
164,7,0.250611010488872,7
165,7,0.250611010488872,7
166,62,0.06031313613371797,62
167,30,0.053304019341787565,30
168,49,0.055327974499148905,49
169,107,0.06691312796206848,107
170,92,0.28781899031499586,92
171,47,0.05574495592906855,47
172,49,0.055658849938694396,49
173,56,0.05584566817662581,56
174,63,0.057943975649019486,63
175,86,0.06182729244043619,86
176,139,0.07843080340856569,139
177,85,0.060331368370387876,85
178,37,0.05404297365478734,37
179,66,0.0570216805826617,66
180,56,0.26303144597428046,56
181,9,0.05260686222782915,9
182,78,0.06350468694863522,78
