InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,5.324813631522896E-4,NO,8
1,2.1312872975277067E-4,NO,7
2,0.0010638297872340426,NO,279
3,0.0010638297872340426,NO,836
4,1.1842728564661297E-4,NO,5
5,0.0010638297872340426,NO,16
6,0.0010638297872340426,NO,36
7,0.0010638297872340426,NO,14
8,0.0010638297872340426,NO,116
9,0.0010638297872340426,NO,189
10,0.0010638297872340426,NO,254
11,0.0010638297872340426,NO,100
12,0.0010638297872340426,NO,53
13,0.0010638297872340426,NO,35
14,0.0010638297872340426,NO,13
15,3.551136363636363E-4,NO,8
16,2.1312872975277067E-4,NO,7
17,1.1842728564661297E-4,NO,5
18,0.0010638297872340426,NO,409
19,0.0010638297872340426,NO,235
20,0.0010638297872340426,NO,125
21,1.7761989342806393E-4,NO,4
22,1.1842728564661297E-4,NO,5
23,5.324813631522896E-4,NO,42
24,3.551136363636363E-4,NO,29
25,1.1842728564661297E-4,NO,5
26,0.0010638297872340426,NO,152
27,0.0010638297872340426,NO,648
28,0.0010638297872340426,NO,178
29,0.0010638297872340426,NO,418
30,1.522533495736906E-4,NO,7
31,1.522533495736906E-4,NO,7
32,3.551136363636363E-4,NO,32
33,0.0010638297872340426,NO,76
34,0.0010638297872340426,NO,154
35,0.0010638297872340426,NO,36
36,0.0010638297872340426,NO,363
37,0.0010638297872340426,NO,194
38,3.551136363636363E-4,NO,47
39,3.551136363636363E-4,NO,36
40,0.0010638297872340426,NO,123
41,0.0010638297872340426,NO,181
42,3.551136363636363E-4,NO,149
43,0.0010638297872340426,NO,58
44,0.0010638297872340426,NO,98
45,0.0010638297872340426,NO,335
46,0.0010638297872340426,NO,44
47,0.0010638297872340426,NO,358
48,0.0010638297872340426,NO,82
49,0.25013319126265315,NO,15
50,3.551136363636363E-4,NO,50
51,3.551136363636363E-4,NO,55
52,5.324813631522896E-4,NO,45
53,5.324813631522896E-4,NO,54
54,5.324813631522896E-4,NO,13
55,0.0010638297872340426,NO,80
56,0.0010638297872340426,NO,27
57,0.0010638297872340426,NO,70
58,3.551136363636363E-4,NO,10
59,5.324813631522896E-4,NO,167
60,0.0010638297872340426,NO,143
61,3.551136363636363E-4,NO,30
62,1.1842728564661297E-4,NO,5
63,0.0010638297872340426,NO,74
64,0.0010638297872340426,NO,66
65,0.0010638297872340426,NO,17
66,0.0010638297872340426,NO,27
67,0.0010638297872340426,NO,128
68,0.0010638297872340426,NO,75
69,0.0010638297872340426,NO,68
70,0.0010638297872340426,NO,38
71,0.0010638297872340426,NO,49
72,3.551136363636363E-4,NO,10
73,0.0010638297872340426,NO,346
74,0.0010638297872340426,NO,109
75,0.0010638297872340426,NO,87
76,0.0010638297872340426,NO,43
77,0.0010638297872340426,NO,22
78,3.551136363636363E-4,NO,10
79,2.663825253063399E-4,NO,12
80,2.663825253063399E-4,NO,12
81,5.324813631522896E-4,NO,46
82,5.324813631522896E-4,NO,8
83,0.0010638297872340426,NO,336
84,0.0010638297872340426,NO,168
85,0.0010638297872340426,NO,57
86,0.0010638297872340426,NO,29
87,0.0010638297872340426,NO,18
88,2.1312872975277067E-4,NO,7
89,1.7761989342806393E-4,NO,4
90,0.0010638297872340426,NO,27
91,0.0010638297872340426,NO,72
92,0.0010638297872340426,NO,70
93,0.0010638297872340426,NO,62
94,0.0010638297872340426,NO,30
95,0.0010638297872340426,NO,49
96,0.0010638297872340426,NO,69
97,0.0010638297872340426,NO,46
98,0.0010638297872340426,NO,52
99,0.0010638297872340426,NO,61
100,0.0010638297872340426,NO,135
101,0.0010638297872340426,NO,91
102,0.0010638297872340426,NO,9
103,0.0010638297872340426,NO,36
104,0.0010638297872340426,NO,62
