InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.17840567965554646,NO,15
1,0.1860183477778899,NO,8
2,0.18589551784933767,NO,7
3,2.1212304962053705E-73,NO,320
4,1.0,NO,1073
5,0.18605629774492938,NO,5
6,0.18036572693113911,NO,16
7,0.16574395190843996,NO,16
8,0.11592769851608903,NO,36
9,0.26910197202420055,NO,15
10,0.9767657530920648,NO,169
11,8.822803052551878E-62,NO,168
12,0.9884707723485744,NO,261
13,0.6483842732671623,NO,254
14,0.011401605680560553,NO,97
15,0.16708708807438033,NO,12
16,0.10060125763942651,NO,53
17,0.14368487043050482,NO,35
18,0.1825704002004589,NO,13
19,0.10066484108434688,NO,9
20,0.18394386648184413,NO,6
21,0.1857333090155109,NO,5
22,0.999999999952357,NO,546
23,0.9998773915788547,NO,274
24,0.8182546800383625,NO,136
25,1.6253173119199525E-62,NO,4
26,1.6253173119199525E-62,NO,4
27,0.1857333090155109,NO,5
28,0.18532944381569025,NO,5
29,0.9993212381475675,NO,346
30,1.0,NO,647
31,0.6925803169295529,NO,68
32,0.9793539248853327,NO,363
33,0.22691403024117363,NO,126
34,0.18005122147897004,NO,7
35,0.18190283685278064,NO,7
36,0.9608194513153852,NO,30
37,0.9986825976830426,NO,94
38,0.4381110099815717,NO,154
39,0.019736883150749177,NO,75
40,0.8347888931579467,NO,40
41,0.8909245475773822,NO,84
42,0.9999541027934347,NO,375
43,0.6980018131090198,NO,207
44,1.2301029749511252E-61,NO,49
45,0.13134784722418258,NO,36
46,8.043125085257202E-62,NO,144
47,0.9248140115453328,NO,188
48,0.9669911468081819,NO,152
49,0.07174694784783343,NO,58
50,7.155416286435853E-4,NO,98
51,0.9973407991361303,NO,363
52,0.07332166983001757,NO,44
53,4.654851807841881E-126,NO,358
54,2.0041503500486507E-62,NO,82
55,0.18443857816620357,NO,10
56,0.9979357448392944,NO,397
57,0.016262479933145283,NO,101
58,0.25985545387182574,NO,76
59,0.1836839270311616,NO,10
60,0.17978331340613707,NO,12
61,0.1819064217155963,NO,12
62,0.7528325447057865,NO,160
63,0.05380976973844979,NO,65
64,0.30496490917052677,NO,30
65,0.052189061791435815,NO,18
66,1.6566796875281206E-62,NO,7
67,0.1859440281575383,NO,4
68,0.1610805479046628,NO,27
69,0.09173850019309378,NO,52
70,0.05473869169225295,NO,70
71,4.200562270542757E-62,NO,81
72,0.003068015607212242,NO,119
73,0.10868432208251926,NO,47
74,0.18573818658941593,NO,9
75,3.494479624654778E-73,NO,334
76,0.10846670507100724,NO,45
77,0.09937861582416163,NO,54
78,1.909548057441082E-62,NO,51
79,0.04801840927166898,NO,79
80,0.16579088034032124,NO,26
81,0.16515685939024957,NO,27
82,0.2777522890899527,NO,112
83,0.4492000226913994,NO,195
84,0.0011634011209698117,NO,111
85,0.23142530594529304,NO,95
86,0.11227965200634846,NO,10
87,0.9998824271691559,NO,209
88,0.9999657228197828,NO,183
89,0.15795343564087136,NO,30
90,0.0643490605396546,NO,68
91,0.026511250810557323,NO,312
92,0.18252595614814035,NO,7
93,0.6686224604671773,NO,101
94,0.036897318788064695,NO,80
95,0.12351488621177764,NO,23
96,0.12229543215090881,NO,48
97,0.2676855715107684,NO,40
98,0.10643016107935234,NO,48
99,0.2640527459412827,NO,34
100,0.03361478778499492,NO,80
101,0.2728093402333688,NO,68
102,0.16097534552694465,NO,27
103,9.646313791603548E-7,NO,165
104,0.1594842178176866,NO,28
105,0.17259493206196275,NO,19
106,4.924383797685305E-5,NO,161
107,0.1596374149333736,NO,20
108,8.400736535599112E-7,NO,194
109,0.12199840754436195,NO,38
110,1.497839533170996E-11,NO,212
111,0.11291570584522882,NO,45
112,0.0014901690762001573,NO,107
113,0.15263695007007905,NO,11
114,0.16693356864303135,NO,22
115,9.80198521219783E-6,NO,126
116,0.03510169941981752,NO,191
117,1.4296079888390633E-8,NO,198
118,0.013789564319526767,NO,65
119,0.006634182667218159,NO,268
120,0.1223199541454596,NO,44
121,8.368382199625232E-5,NO,139
122,0.1859962989468647,NO,6
123,0.15795343564087136,NO,30
124,0.27399756773839806,NO,111
125,1.6436103351111245E-62,NO,5
126,0.26535127728188085,NO,23
127,0.17776960674241796,NO,11
128,0.52512583267232,NO,68
129,0.34107787483914687,NO,54
130,0.16481484120088402,NO,18
131,0.7067310967182904,NO,91
132,0.03798615668408693,NO,75
133,1.6436103351111245E-62,NO,5
134,1.8414842794252469E-62,NO,26
135,0.1502651380642174,NO,30
136,0.1457987299576085,NO,32
137,0.10354122070336623,NO,52
138,0.14993585536160633,NO,31
139,0.1461100658331798,NO,36
140,0.005434232193905446,NO,441
141,0.1764665702686194,NO,19
142,1.0109241401505615E-5,NO,193
143,0.18254213179142667,NO,11
144,0.17663658083569414,NO,12
145,0.15415358973705612,NO,31
146,0.16055432469178743,NO,50
147,0.0016012330989451662,NO,33
148,0.21643687180281496,NO,54
149,0.08138010951680762,NO,55
150,0.10869756714016829,NO,48
151,0.06480715333565581,NO,66
152,0.15184178661470848,NO,30
153,0.10180668671574983,NO,50
154,0.1093170542014043,NO,53
155,0.05667075377819623,NO,89
156,0.012037993579267872,NO,69
157,0.053700741844945284,NO,10
158,0.05327945038622195,NO,7
159,0.05327945038622195,NO,7
160,0.21549261931548339,NO,62
161,0.16153145962798077,NO,30
