InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,18,0.004929642855694964,18
1,44,0.004915962235303996,44
2,34,0.004897379404871548,34
3,19,0.004968013559643686,19
4,8,0.005004969415697732,8
5,7,0.005004969415697732,7
6,402,0.6510544071721639,402
7,1169,1.0,1169
8,114,0.008951007551961133,114
9,5,0.005025510777806264,5
10,16,0.004976255773973963,16
11,11,0.004988564410303577,11
12,143,0.010056707958122357,143
13,4,0.005025510777806264,4
14,141,0.007655957115142176,141
15,16,0.004929642855694964,16
16,40,0.0049288503216765,40
17,16,0.004976255773973963,16
18,173,0.012768982576512917,173
19,168,0.011657002007105,168
20,261,0.04341314648436358,261
21,275,0.03857334057789374,275
22,97,0.00548540478470592,97
23,12,0.004918113940965908,12
24,53,0.005042768003559348,53
25,35,0.004897379404871548,35
26,18,0.004905978274972318,18
27,13,0.004918113940965908,13
28,9,0.004934288417316513,9
29,50,0.0049517366255352755,50
30,6,0.005025510777806264,6
31,5,0.005025510777806264,5
32,714,0.9999999999936514,714
33,273,0.09091009260448381,273
34,140,0.008779139978997883,140
35,4,0.005025510777806264,4
36,4,0.005025510777806264,4
37,5,0.005025510777806264,5
38,120,0.0061706120554803935,120
39,5,0.005025510777806264,5
40,346,0.3001305090980349,346
41,652,0.9999007054827121,652
42,68,0.005307519070741853,68
43,363,0.26990878793238543,363
44,126,0.007507149291300947,126
45,7,0.004958088875039646,7
46,7,0.004958088875039646,7
47,31,0.005381683993525034,31
48,94,0.0056398546762298956,94
49,154,0.010530288656163221,154
50,75,0.005398503149167696,75
51,40,0.0055696952436023435,40
52,84,0.005508909517805058,84
53,582,0.9999995220915354,582
54,213,0.024852101683078866,213
55,49,0.006078057269641764,49
56,36,0.004904147249846854,36
57,144,0.01900247021382644,144
58,193,0.015862405058014586,193
59,152,0.008537754992363722,152
60,59,0.005355651898726912,59
61,98,0.006202109279378701,98
62,363,0.9587573306672039,363
63,44,0.004982145608343373,44
64,360,0.05976783355639338,360
65,82,0.0057314818972286925,82
66,10,0.005004969415697732,10
67,409,0.9531881950131591,409
68,104,0.006179849163172033,104
69,78,0.005301257396754689,78
70,10,0.005004969415697732,10
71,12,0.004988564410303577,12
72,12,0.004988564410303577,12
73,215,0.09780170917358554,215
74,40,0.004904147249846854,40
75,30,0.0049171626317643284,30
76,75,0.00518627720093447,75
77,30,0.004893557667296976,30
78,11,0.004988564410303577,11
79,4,0.005025510777806264,4
80,27,0.004893715034634263,27
81,15,0.004976255773973963,15
82,52,0.005018399198594767,52
83,70,0.0051145332112224615,70
84,81,0.0059827691426907435,81
85,119,0.005898531754304115,119
86,55,0.005042768003559348,55
87,14,0.004941836768833342,14
88,508,0.998881767546774,508
89,82,0.005353023673241643,82
90,5,0.005025510777806264,5
91,45,0.004931812482317215,45
92,54,0.0049757833430548355,54
93,51,0.005018399198594767,51
94,88,0.005471387281380062,88
95,26,0.004958546606699463,26
96,27,0.004893715034634263,27
97,124,0.0060310233265833575,124
98,341,0.12456367667010468,341
99,111,0.005782491545736234,111
100,95,0.005462566372388015,95
101,10,0.005004969415697732,10
102,385,0.34066124992729335,385
103,182,0.011957950962303697,182
104,30,0.004893557667296976,30
105,68,0.005141591459176107,68
106,324,0.2686309646709776,324
107,7,0.004958088875039646,7
108,101,0.005792680723172383,101
109,80,0.005576769991358195,80
110,47,0.004998208174659225,47
111,63,0.00539040099225088,63
112,40,0.004905189526731704,40
113,48,0.004932860609738694,48
114,34,0.004921002713020381,34
115,112,0.006378199140011881,112
116,72,0.005183376010715136,72
117,27,0.004917320754440511,27
118,165,0.007603947760012955,165
119,28,0.0049171626317643284,28
120,19,0.0049214774648688965,19
121,161,0.007343335059388283,161
122,20,0.0049214774648688965,20
123,194,0.009450540027723778,194
124,38,0.004904147249846854,38
125,212,0.012897533050786334,212
126,45,0.004932860609738694,45
127,107,0.005877785645774544,107
128,11,0.004988564410303577,11
129,22,0.0048978518888881245,22
130,126,0.006728462733170618,126
131,191,0.01202838024107961,191
132,198,0.009939279022325869,198
133,65,0.005037560911239894,65
134,265,0.03041788791756815,265
135,44,0.004982145608343373,44
136,139,0.008779139978997883,139
137,29,0.004893557667296976,29
138,66,0.005141591459176107,66
139,6,0.004978438793049547,6
140,30,0.004893557667296976,30
141,115,0.005798983228299648,115
142,5,0.005025510777806264,5
143,23,0.0049214774648688965,23
144,20,0.0049214774648688965,20
145,78,0.005182972821668936,78
146,54,0.0049976586183536394,54
147,27,0.004893715034634263,27
148,91,0.005392195266780849,91
149,94,0.005769730552422845,94
150,75,0.00516029061343009,75
151,5,0.005025510777806264,5
152,26,0.0048926751839135675,26
153,30,0.004893557667296976,30
154,32,0.004921002713020381,32
155,57,0.005005074946900596,57
156,31,0.0049171626317643284,31
157,41,0.004917007010816393,41
158,441,0.1993211871012387,441
159,19,0.0049214774648688965,19
160,193,0.010115745995114745,193
161,11,0.004941836768833342,11
162,12,0.004988564410303577,12
163,31,0.004893557667296976,31
164,69,0.005095602589789504,69
165,33,0.004921002713020381,33
166,54,0.0049768407685914125,54
167,54,0.0049976586183536394,54
168,48,0.004932860609738694,48
169,66,0.005073300789372048,66
170,30,0.0049171626317643284,30
171,50,0.004973506711512054,50
172,52,0.005018399198594767,52
173,117,0.0061706120554803935,117
174,71,0.00535064482607335,71
175,15,0.004976255773973963,15
176,9,0.005004969415697732,9
177,9,0.005004969415697732,9
178,268,0.12321965344771549,268
179,48,0.004932860609738694,48
180,36,0.004905189526731704,36
181,197,0.015302874456651244,197
182,59,0.005026010302118763,59
183,27,0.004917320754440511,27
184,62,0.005037560911239894,62
185,64,0.005037560911239894,64
186,30,0.0049171626317643284,30
187,47,0.004932860609738694,47
188,107,0.00577195645734156,107
189,95,0.00553489212795171,95
190,47,0.0049534954087636736,47
191,49,0.0049517366255352755,49
192,56,0.0049768407685914125,56
193,64,0.00510428836788716,64
194,86,0.005336719667556701,86
195,139,0.006800670708328814,139
196,85,0.005265851020925161,85
197,85,0.005336719667556701,85
198,65,0.005037560911239894,65
199,56,0.0049768407685914125,56
200,9,0.004958088875039646,9
201,69,0.005141591459176107,69
