InstanceId,PredictedClassProbability,ActualClassLabel,Size
0,0.16890225610755502,NO,5
1,0.1362117837164174,NO,4
2,0.178751006585904,NO,256
3,0.23386539223902694,NO,642
4,0.16890225610755502,NO,5
5,0.19674065165882135,NO,15
6,0.17397995643177344,NO,167
7,0.1762071290922861,NO,137
8,0.1362117837164174,NO,11
9,0.1362117837164174,NO,8
10,0.1362117837164174,NO,7
11,0.1362117837164174,NO,5
12,0.2222865075776021,NO,365
13,0.17128062499655372,NO,344
14,0.1362117837164174,NO,122
15,0.1362117837164174,NO,4
16,0.1362117837164174,NO,4
17,0.1362117837164174,NO,30
18,0.1362117837164174,NO,24
19,0.1362117837164174,NO,156
20,0.1362117837164174,NO,206
21,0.1362117837164174,NO,176
22,0.1362117837164174,NO,422
23,0.1362117837164174,NO,7
24,0.1362117837164174,NO,7
25,0.1362117837164174,NO,32
26,0.1362117837164174,NO,36
27,0.1362117837164174,NO,343
28,0.1713996263606493,NO,189
29,0.1362117837164174,NO,47
30,0.1362117837164174,NO,36
31,0.1362117837164174,NO,112
32,0.1362117837164174,NO,179
33,0.1362117837164174,NO,149
34,0.16890225610755502,NO,60
35,0.1838135481177897,NO,86
36,0.1362117837164174,NO,246
37,0.1362117837164174,NO,43
38,0.16890225610755502,NO,254
39,0.1362117837164174,NO,84
40,0.1362117837164174,NO,15
41,0.1362117837164174,NO,50
42,0.1362117837164174,NO,55
43,0.23127561433777005,NO,45
44,0.23584641479959517,NO,54
45,0.2700405595592582,NO,13
46,0.3738471651301376,NO,83
47,0.16900347004771135,NO,64
48,0.16882452081071683,NO,10
49,0.21359806269147338,NO,167
50,0.2222865075776021,NO,146
51,0.21271780609990845,NO,30
52,0.19123515145630288,NO,5
53,0.16882452081071683,NO,74
54,0.1762071290922861,NO,65
55,0.1362117837164174,NO,16
56,0.1362117837164174,NO,12
57,0.21880632112044981,NO,274
58,0.18104297729784738,NO,64
59,0.1737539206773875,NO,40
60,0.1713996263606493,NO,73
61,0.19042064981834741,NO,65
62,0.18813220724299579,NO,46
63,0.16882452081071683,NO,8
64,0.39103437053563045,NO,255
65,0.19123515145630288,NO,64
66,0.1737560253816892,NO,21
67,0.17128062499655372,NO,15
68,0.1362117837164174,NO,15
69,0.1362117837164174,NO,8
70,0.1362117837164174,NO,6
71,0.1362117837164174,NO,42
72,0.16890225610755502,NO,47
73,0.16890225610755502,NO,16
74,0.1362117837164174,NO,56
