InstanceId,Size,PredictedClassProbability,ActualClassLabel
0,8,0.008076437346886553,8
1,7,0.008049103939350577,7
2,320,0.06086294126032356,320
3,1034,0.9999999610154514,1034
4,5,0.007994606528778708,5
5,16,0.008402557335926016,16
6,36,0.009064187488799459,36
7,14,0.008269347156934453,14
8,121,0.47617256314822964,121
9,235,1.1521327132348498E-58,235
10,248,6.444827594127868E-59,248
11,97,0.6677262091719989,97
12,53,0.010116072236844655,53
13,35,0.009080850202173363,35
14,13,0.008453903507198851,13
15,8,0.008237547416429292,8
16,6,0.33235865679760346,6
17,5,0.007994606528778708,5
18,438,0.9998031243713509,438
19,269,0.9999820084976067,269
20,142,0.8923335551706133,142
21,4,0.280510037607239,4
22,4,0.007967442630996456,4
23,5,0.007994606528778708,5
24,46,0.7894507909161257,46
25,29,0.008923629826719504,29
26,5,0.23940574925468863,5
27,250,0.6226464507628429,250
28,648,0.3239238397182294,648
29,178,0.01861797876696298,178
30,418,0.09819587327783737,418
31,7,0.2292839322177022,7
32,7,0.008085329477197496,7
33,32,0.010446769022153593,32
34,76,0.011080397714112561,76
35,154,0.01943206625551793,154
36,36,0.01061791230521618,36
37,363,0.1824879887488112,363
38,194,0.02407159175868496,194
39,47,0.011880059563255944,47
40,36,0.009325229861800033,36
41,126,0.021520124231782,126
42,185,0.4711227321080181,185
43,149,0.016662904300534923,149
44,58,0.011143062168577977,58
45,98,0.013510218995392663,98
46,352,0.005597972572336458,352
47,44,0.009799506693896266,44
48,358,0.02452513605752121,358
49,82,0.012356161592173641,82
50,15,0.008297130144720296,15
51,50,0.0101742022537189,50
52,68,0.6000129111231118,68
53,45,0.26406167040631473,45
54,54,0.009879011911504707,54
55,26,0.3006306022013586,26
56,75,0.01109894185286907,75
57,27,0.008915712981741711,27
58,109,0.9650357286888297,109
59,191,0.001279559992451197,191
60,111,7.377830639162611E-5,111
61,84,0.6316056299070605,84
62,10,0.24014047801706653,10
63,183,0.5048909237526653,183
64,163,0.9946517339298669,163
65,30,0.008952921918085026,30
66,7,0.24419515629807487,7
67,73,0.28955988611723726,73
68,77,0.2978438459824322,77
69,23,0.008769834390377144,23
70,27,0.008772913054913189,27
71,165,0.451174342073308,165
72,28,0.3285279752347048,28
73,19,0.33791147783147735,19
74,161,0.6255276394883094,161
75,20,0.3221127745620066,20
76,191,0.9938448998998277,191
77,38,0.00938582379553694,38
78,212,9.89904422186565E-7,212
79,45,0.6563976419562093,45
80,107,0.5749718564534998,107
81,11,0.5866781183826639,11
82,22,0.3241816256846879,22
83,126,0.33124937632864015,126
84,190,0.820297286579802,190
85,198,0.657485745920918,198
86,65,0.7076372939542293,65
87,248,0.9977598154118712,248
88,28,0.8435332229909347,28
89,139,0.9781949255200341,139
90,6,0.2890504820802726,6
91,30,0.008952921918085026,30
92,86,0.5806186187982134,86
93,4,0.2824044400883737,4
94,23,0.05061193076066988,23
95,11,0.27883099600529854,11
96,61,0.347391634395639,61
97,47,0.2805886423629589,47
98,18,0.30215041386156294,18
99,85,0.18287019179749803,85
100,75,0.6225741189216728,75
101,4,0.2824044400883737,4
102,25,0.2490939636790468,25
103,30,0.00900391666687443,30
104,32,0.3278662943174954,32
105,52,0.3211265185646168,52
106,31,0.32769832881071714,31
107,36,0.33349408897495203,36
108,372,0.12169950151664549,372
109,12,0.30907196228282113,12
110,31,0.331902885684304,31
111,104,0.13751258981353295,104
112,33,0.32881736257987043,33
113,53,0.30613480110930963,53
114,55,0.30939100323404467,55
115,48,0.32408160977694506,48
116,66,1.0006459537754263E-4,66
117,30,0.3285846651705933,30
118,50,0.322940073928084,50
119,53,0.33594994601804024,53
120,89,0.16103222034714268,89
121,49,0.009785108219738863,49
122,10,0.008131273296335575,10
123,351,0.9988897304475677,351
124,116,0.25764751618059184,116
125,85,0.8042301267326217,85
126,43,0.009452461507607361,43
127,31,0.7818689597421207,31
128,10,0.008131273296335575,10
129,12,0.008213949218064499,12
130,12,0.008213949218064499,12
131,46,0.009936248375105147,46
132,8,0.00811278489448739,8
133,348,0.9978826244209119,348
134,153,0.990892572166734,153
135,59,0.600530960455164,59
136,28,0.2603565877175495,28
137,18,0.008502046876759225,18
138,7,0.008049103939350577,7
139,4,0.007967442630996456,4
140,27,0.008817627857866961,27
141,72,0.5548003536836124,72
142,71,0.2899288559608639,71
143,62,0.010132512599992621,62
144,30,0.008859716640743611,30
145,49,0.009611309714868968,49
146,69,0.010448339427442981,69
147,62,0.2913610258427765,62
148,47,3.2332548440678443E-63,47
149,53,0.5235370299523139,53
150,65,0.5478611962475204,65
151,136,0.3422112947068205,136
152,91,0.01141205768408987,91
153,56,0.31270756936841404,56
154,9,0.008140296953130509,9
155,77,0.3927503202440696,77
156,74,7.281959898078866E-5,74
157,119,0.08630517893225342,119
158,90,0.3058298527812307,90
159,46,0.009791957611652163,46
160,30,0.3285846651705933,30
