className,loc,authorsNumber,revisionsNumber,touchedLoc,totalAddedLines,averageAddedLines,maxAddedLines,totalChurn,averageChurn,maxChurn,numberFix,cyclomaticComplexity,daysBetweenCommits,buggy
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java",87,2,4,333,235,58.75,137,137,137,0,13,34.25,false
"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java",182,2,5,436,340,68.0,252,252,252,0,26,50.4,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java",722,3,14,1466,1246,89.0,545,545,545,0,126,38.92857,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java",58,3,3,150,121,40.333332,81,81,81,0,10,27.0,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java",121,2,4,210,195,48.75,168,168,168,0,31,42.0,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java",329,3,9,795,633,70.333336,487,487,487,0,67,54.11111,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java",125,3,5,216,210,42.0,124,124,124,0,30,24.8,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java",437,3,7,691,621,88.71429,536,536,536,0,98,76.57143,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java",95,3,5,187,168,33.6,133,133,133,0,15,26.6,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java",128,3,3,171,164,54.666668,151,151,151,0,14,50.333332,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java",83,1,1,147,147,147.0,147,147,147,0,18,147.0,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java",29,3,5,401,269,53.8,126,126,126,0,1,25.2,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java",208,3,4,289,280,70.0,249,249,249,0,40,62.25,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java",189,3,9,1532,1040,115.55556,410,410,410,0,25,45.555557,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java",353,2,6,1134,931,155.16667,714,714,714,0,42,119.0,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java",123,2,4,219,212,53.0,204,204,204,0,17,51.0,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java",25,2,2,56,53,26.5,50,50,50,0,1,25.0,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java",108,3,5,229,207,41.4,184,184,184,0,20,36.8,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java",6,3,3,71,66,22.0,61,61,61,0,1,20.333334,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java",77,3,8,263,210,26.25,167,167,167,0,6,20.875,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java",24,3,4,103,92,23.0,80,80,80,0,1,20.0,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java",40,2,3,182,133,44.333332,83,83,83,0,2,27.666666,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java",442,3,12,2162,1462,121.833336,547,547,547,0,50,45.583332,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java",140,3,7,328,288,41.142857,198,198,198,0,21,28.285715,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java",103,3,9,295,232,25.777779,140,140,140,0,11,15.555555,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java",115,3,6,252,224,37.333332,178,178,178,0,15,29.666666,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java",36,3,4,85,76,19.0,67,67,67,0,3,16.75,false
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java",100,3,4,199,182,45.5,138,138,138,0,15,34.5,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java",111,3,4,213,193,48.25,170,170,170,0,13,42.5,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java",66,2,6,151,127,21.166666,101,101,101,0,11,16.833334,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java",41,1,1,78,78,78.0,78,78,78,0,6,78.0,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java",41,2,2,89,88,44.0,87,87,87,0,6,43.5,true
"bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java",47,2,2,87,86,43.0,85,85,85,0,4,42.5,false
